"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1425625201.93436";"около 2 тысяч";"105";"абсолютное добро!";"1000";"472";"66";"18"
"1425626401.98305";"около 2 тысяч";"105";"абсолютное добро!";"1000";"356";"66";"19"
"1425627602.2646";"около 2 тысяч";"105";"абсолютное добро!";"1000";"262";"66";"20"
"1425628801.68092";"около 3 тысяч";"105";"абсолютное добро!";"1000";"516";"66";"22"
"1425630002.25765";"около 3 тысяч";"105";"абсолютное добро!";"1000";"376";"67";"24"
"1425631201.54509";"около 3 тысяч";"105";"абсолютное добро!";"1000";"251";"67";"25"
"1425632402.02906";"около 3 тысяч";"105";"абсолютное добро!";"1000";"445";"67";"26"
"1425633601.45289";"около 3 тысяч";"105";"абсолютное добро!";"1000";"482";"67";"26"
"1425634801.73891";"около 4 тысяч";"105";"абсолютное добро!";"1000";"395";"67";"28"
"1425636002.16658";"около 4 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"28"
"1425637202.18886";"около 6 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"28"
"1425638401.46825";"около 7 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"28"
"1425639601.90115";"около 3 тысяч";"105";"абсолютное добро!";"1000";"477";"67";"28"
"1425640804.87365";"около 3 тысяч";"105";"абсолютное добро!";"1000";"343";"67";"29"
"1425642002.14903";"около 3 тысяч";"105";"абсолютное добро!";"1000";"234";"67";"29"
"1425643201.58499";"около 3 тысяч";"105";"абсолютное добро!";"1000";"483";"67";"30"
"1425644401.44752";"около 4 тысяч";"105";"абсолютное добро!";"1000";"365";"67";"31"
"1425645601.72699";"около 5 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"32"
"1425646802.15";"около 5 тысяч";"105";"абсолютное добро!";"1000";"436";"67";"33"
"1425648001.98267";"около 6 тысяч";"105";"абсолютное добро!";"1000";"305";"67";"34"
"1425649202.26559";"около 6 тысяч";"105";"абсолютное добро!";"1000";"442";"67";"29"
"1425650401.68496";"около 6 тысяч";"105";"абсолютное добро!";"1000";"398";"67";"82"
"1425651601.4658";"около 6 тысяч";"105";"абсолютное добро!";"1000";"297";"67";"35"
"1425652801.74537";"около 7 тысяч";"105";"абсолютное добро!";"1000";"496";"67";"36"
"1425654002.24957";"около 7 тысяч";"105";"абсолютное добро!";"1000";"384";"67";"37"
"1425655201.37992";"около 7 тысяч";"105";"абсолютное добро!";"1000";"303";"67";"37"
"1425656401.66355";"около 8 тысяч";"105";"абсолютное добро!";"1000";"471";"67";"40"
"1425657602.08538";"около 8 тысяч";"105";"абсолютное добро!";"1000";"393";"67";"41"
"1425658801.75646";"около 8 тысяч";"105";"абсолютное добро!";"1000";"247";"67";"42"
"1425660002.04385";"около 8 тысяч";"105";"абсолютное добро!";"1000";"148";"67";"42"
"1425661201.46382";"около 8 тысяч";"105";"абсолютное добро!";"1000";"54";"67";"43"
"1425662402.11059";"около 8 тысяч";"105";"абсолютное добро!";"1000";"228";"67";"43"
"1425663601.40592";"около 9 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"43"
"1425664801.8464";"около 12 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"43"
"1425666001.56282";"около 6 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"43"
"1425667201.85304";"около 5 тысяч";"105";"абсолютное добро!";"1000";"483";"67";"44"
"1425668402.3125";"около 6 тысяч";"105";"абсолютное добро!";"1000";"380";"67";"45"
"1425669601.96697";"около 6 тысяч";"105";"абсолютное добро!";"1000";"259";"67";"46"
"1425670802.25879";"около 6 тысяч";"105";"абсолютное добро!";"1000";"157";"67";"47"
"1425672001.54654";"около 6 тысяч";"105";"абсолютное добро!";"1000";"387";"67";"48"
"1425673201.8965";"около 6 тысяч";"105";"абсолютное добро!";"1000";"280";"67";"49"
"1425674402.20368";"около 6 тысяч";"105";"абсолютное добро!";"1000";"82";"67";"50"
"1425675601.49153";"около 6 тысяч";"105";"абсолютное добро!";"1000";"331";"67";"50"
"1425676801.78154";"около 6 тысяч";"105";"абсолютное добро!";"1000";"367";"67";"52"
"1425678002.06884";"около 7 тысяч";"105";"абсолютное добро!";"1000";"292";"67";"53"
"1425679201.36399";"около 7 тысяч";"105";"абсолютное добро!";"1000";"176";"67";"53"
"1425680401.65314";"около 7 тысяч";"105";"абсолютное добро!";"1000";"47";"67";"55"
"1425681601.93489";"около 7 тысяч";"105";"абсолютное добро!";"1000";"117";"67";"55"
"1425682802.2479";"около 11 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"55"
"1425684001.5257";"около 12 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"55"
"1425685201.81243";"около 9 тысяч";"105";"абсолютное добро!";"1000";"478";"67";"55"
"1425686402.09194";"около 9 тысяч";"105";"абсолютное добро!";"1000";"378";"67";"56"
"1425687601.37677";"около 9 тысяч";"105";"абсолютное добро!";"1000";"291";"67";"58"
"1425688801.69079";"около 9 тысяч";"105";"абсолютное добро!";"1000";"161";"67";"60"
"1425690002.03039";"около 9 тысяч";"105";"абсолютное добро!";"1000";"116";"67";"61"
"1425691201.32129";"около 10 тысяч";"105";"абсолютное добро!";"1000";"402";"67";"62"
"1425692401.59795";"около 10 тысяч";"105";"абсолютное добро!";"1000";"298";"67";"62"
"1425693601.87749";"около 10 тысяч";"105";"абсолютное добро!";"1000";"203";"67";"63"
"1425694802.15769";"около 11 тысяч";"105";"абсолютное добро!";"1000";"44";"67";"64"
"1425696001.45075";"около 11 тысяч";"105";"абсолютное добро!";"1000";"139";"67";"65"
"1425697201.72547";"около 11 тысяч";"105";"абсолютное добро!";"1000";"23";"67";"66"
"1425698402.01145";"около 11 тысяч";"105";"абсолютное добро!";"1000";"128";"67";"66"
"1425699601.29389";"около 11 тысяч";"105";"абсолютное добро!";"1000";"78";"67";"67"
"1425700801.57443";"около 12 тысяч";"105";"абсолютное добро!";"1000";"45";"67";"68"
"1425702001.86176";"около 12 тысяч";"105";"абсолютное добро!";"1000";"38";"67";"69"
"1425703202.20611";"около 12 тысяч";"105";"абсолютное добро!";"1000";"53";"67";"70"
"1425704401.62204";"около 12 тысяч";"105";"абсолютное добро!";"1000";"19";"67";"71"
"1425705602.14333";"около 12 тысяч";"105";"абсолютное добро!";"1000";"251";"67";"71"
"1425706801.43807";"около 12 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"71"
"1425708001.88309";"около 14 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"71"
"1425709201.34003";"около 9 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"71"
"1425710407.21431";"около 9 тысяч";"105";"абсолютное добро!";"1000";"412";"67";"72"
"1425711601.67069";"около 9 тысяч";"105";"абсолютное добро!";"1000";"290";"67";"72"
"1425712801.89764";"около 10 тысяч";"105";"абсолютное добро!";"1000";"169";"67";"73"
"1425714002.19825";"около 10 тысяч";"105";"абсолютное добро!";"1000";"68";"67";"73"
"1425715201.69276";"около 10 тысяч";"105";"абсолютное добро!";"1000";"302";"67";"74"
"1425716401.34368";"около 10 тысяч";"105";"абсолютное добро!";"1000";"187";"67";"75"
"1425717601.62409";"около 10 тысяч";"105";"абсолютное добро!";"1000";"61";"67";"76"
"1425718802.08213";"около 10 тысяч";"105";"абсолютное добро";"1000";"101";"67";"77"
"1425720002.10246";"около 12 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"77"
"1425721201.38822";"около 13 тысяч";"105";"абсолютное добро!";"1000";"430";"67";"78"
"1425722401.90529";"около 13 тысяч";"105";"абсолютное добро!";"1000";"424";"67";"78"
"1425723601.82348";"около 13 тысяч";"105";"абсолютное добро!";"1000";"259";"67";"80"
"1425724802.11603";"около 13 тысяч";"105";"абсолютное добро!";"1000";"504";"67";"26"
"1425726001.53931";"около 13 тысяч";"105";"абсолютное добро!";"1000";"397";"67";"82"
"1425727201.52712";"около 13 тысяч";"105";"абсолютное добро!";"1000";"316";"67";"83"
"1425728401.80249";"около 13 тысяч";"105";"абсолютное добро!";"1000";"429";"67";"84"
"1425729602.25651";"около 13 тысяч";"105";"абсолютное добро!";"1000";"225";"67";"84"
"1425730801.79913";"около 13 тысяч";"105";"абсолютное добро!";"1000";"132";"67";"86"
"1425732002.08518";"около 14 тысяч";"105";"абсолютное добро!";"1000";"430";"67";"86"
"1425733201.53898";"около 14 тысяч";"105";"абсолютное добро!";"1000";"347";"67";"88"
"1425734401.88533";"около 14 тысяч";"105";"абсолютное добро!";"1000";"232";"67";"88"
"1425735602.17964";"около 14 тысяч";"105";"абсолютное добро!";"1000";"155";"67";"90"
"1425736801.62938";"около 14 тысяч";"105";"абсолютное добро!";"1000";"167";"67";"91"
"1425738001.98484";"около 14 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"92"
"1425739202.28277";"около 15 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"92"
"1425740401.74837";"около 18 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"92"
"1425741602.02923";"около 28 тысяч";"105";"абсолютное добро!";"1000";"516";"67";"92"
"1425742801.3249";"около 28 тысяч";"105";"абсолютное добро!";"1000";"416";"67";"93"
"1425744001.79183";"около 29 тысяч";"105";"абсолютное добро!";"1000";"300";"67";"94"
"1425745202.05068";"около 29 тысяч";"105";"абсолютное добро!";"1000";"177";"67";"95"
"1425746401.32912";"около 29 тысяч";"105";"абсолютное добро!";"1000";"106";"67";"96"
"1425747601.75071";"около 9 тысяч";"105";"абсолютное добро!";"1000";"439";"70";"100"
"1425748801.84481";"около 14 тысяч";"105";"абсолютное добро!";"1000";"439";"70";"100"
"1425750002.14504";"около 9 тысяч";"105";"абсолютное добро!";"1000";"384";"70";"3"
"1425751201.57547";"около 9 тысяч";"105";"абсолютное добро!";"1000";"223";"70";"8"
"1425752402.02381";"около 9 тысяч";"105";"абсолютное добро!";"1000";"248";"70";"13"
"1425753601.31231";"около 10 тысяч";"105";"абсолютное добро!";"1000";"163";"70";"19"
"1425754801.77927";"около 10 тысяч";"105";"абсолютное добро!";"1000";"500";"70";"24"
"1425756002.04135";"около 10 тысяч";"105";"абсолютное добро!";"1000";"383";"70";"31"
"1425757201.33927";"около 10 тысяч";"105";"абсолютное добро!";"1000";"438";"70";"36"
"1425758401.61376";"около 10 тысяч";"105";"абсолютное добро!";"1000";"266";"70";"41"
"1425759601.91927";"около 10 тысяч";"105";"абсолютное добро!";"1000";"209";"70";"48"
"1425760802.20576";"около 10 тысяч";"105";"абсолютное добро!";"1000";"511";"70";"52"
"1425762001.49983";"около 10 тысяч";"105";"абсолютное добро!";"1000";"439";"70";"55"
"1425763201.85292";"около 10 тысяч";"105";"абсолютное добро!";"1000";"342";"70";"60"
"1425764402.17723";"около 10 тысяч";"105";"абсолютное добро!";"1000";"229";"72";"64"
"1425765601.48351";"около 11 тысяч";"105";"абсолютное добро!";"1000";"134";"72";"67"
"1425766801.77455";"около 13 тысяч";"105";"абсолютное добро!";"1000";"516";"72";"67"
"1425768002.05187";"около 15 тысяч";"105";"абсолютное добро!";"1000";"516";"72";"67"
"1425769201.3451";"около 12 тысяч";"105";"абсолютное добро!";"1000";"516";"72";"67"
"1425770401.62726";"около 12 тысяч";"105";"абсолютное добро!";"1000";"481";"72";"69"
"1425771601.90388";"около 12 тысяч";"105";"абсолютное добро!";"1000";"433";"72";"75"
"1425772802.20477";"около 12 тысяч";"105";"абсолютное добро!";"1000";"352";"72";"79"
"1425774001.49182";"около 13 тысяч";"105";"абсолютное добро!";"1000";"231";"72";"81"
"1425775201.78222";"около 13 тысяч";"105";"абсолютное добро!";"1000";"207";"72";"85"
"1425776402.06131";"около 13 тысяч";"105";"абсолютное добро!";"1000";"91";"72";"89"
"1425777601.3571";"около 13 тысяч";"105";"абсолютное добро!";"1000";"39";"73";"94"
"1425778801.63931";"около 13 тысяч";"105";"абсолютное добро!";"1000";"30";"73";"96"
"1425780001.92624";"около 15 тысяч";"105";"абсолютное добро!";"1000";"155";"73";"100"
"1425781202.21818";"около 5 тысяч";"105";"абсолютное добро!";"1000";"161";"73";"100"
"1425782401.50047";"около 6 тысяч";"105";"абсолютное добро!";"1000";"382";"73";"100"
"1425783601.78435";"около 5 тысяч";"105";"абсолютное добро!";"1000";"460";"73";"0"
"1425784802.08412";"около 5 тысяч";"105";"абсолютное добро!";"1000";"388";"73";"7"
"1425786001.38227";"около 5 тысяч";"105";"абсолютное добро!";"1000";"204";"73";"8"
"1425787201.66895";"около 6 тысяч";"105";"абсолютное добро!";"1000";"99";"73";"12"
"1425788401.98813";"около 6 тысяч";"105";"абсолютное добро!";"1000";"216";"73";"13"
"1425789601.31417";"около 6 тысяч";"105";"абсолютное добро!";"1000";"97";"73";"30"
"1425790801.67346";"около 6 тысяч";"105";"абсолютное добро!";"1000";"230";"73";"32"
"1425792001.52126";"около 6 тысяч";"105";"абсолютное добро!";"1000";"39";"73";"36"
"1425793201.80709";"около 6 тысяч";"105";"абсолютное добро!";"1000";"102";"73";"39"
"1425794402.25606";"около 6 тысяч";"105";"абсолютное добро!";"1000";"107";"73";"41"
"1425795601.56258";"около 6 тысяч";"105";"абсолютное добро!";"1000";"439";"73";"41"
"1425796801.85457";"около 6 тысяч";"105";"абсолютное добро!";"1000";"456";"73";"45"
"1425798002.28261";"около 7 тысяч";"105";"абсолютное добро!";"1000";"277";"73";"47"
"1425799202.25162";"около 7 тысяч";"105";"абсолютное добро!";"1000";"202";"73";"51"
"1425800401.55553";"около 7 тысяч";"105";"абсолютное добро!";"1000";"84";"73";"53"
"1425801602.00215";"около 7 тысяч";"105";"абсолютное добро!";"1000";"30";"73";"56"
"1425802801.95612";"около 7 тысяч";"105";"абсолютное добро!";"1000";"24";"73";"51"
"1425804002.25033";"около 7 тысяч";"105";"абсолютное добро!";"1000";"214";"73";"51"
"1425805201.71324";"около 7 тысяч";"105";"абсолютное добро";"1000";"516";"73";"51"
"1425806401.59279";"около 12 тысяч";"105";"абсолютное добро";"1000";"516";"73";"51"
"1425807601.88153";"около 8 тысяч";"105";"абсолютное добро";"1000";"516";"73";"51"
"1425808802.31126";"около 8 тысяч";"105";"абсолютное добро";"1000";"432";"73";"53"
"1425810001.32268";"около 8 тысяч";"105";"абсолютное добро";"1000";"305";"73";"56"
"1425811201.64711";"около 8 тысяч";"105";"абсолютное добро";"1000";"136";"73";"57"
"1425812402.08799";"около 8 тысяч";"105";"абсолютное добро!";"1000";"496";"73";"60"
"1425813602.18515";"около 9 тысяч";"105";"абсолютное добро!";"1000";"424";"73";"64"
"1425814801.46709";"около 9 тысяч";"105";"абсолютное добро!";"1000";"516";"73";"69"
"1425816001.91232";"около 9 тысяч";"105";"абсолютное добро!";"1000";"417";"73";"70"
"1425817201.86137";"около 9 тысяч";"105";"абсолютное добро!";"1000";"312";"73";"70"
"1425818402.14029";"около 11 тысяч";"105";"абсолютное добро!";"1000";"269";"73";"72"
"1425819601.56222";"около 12 тысяч";"105";"абсолютное добро!";"1000";"489";"73";"76"
"1425820801.31741";"около 12 тысяч";"105";"абсолютное добро!";"1000";"391";"73";"78"
"1425822001.61312";"около 12 тысяч";"105";"абсолютное добро!";"1000";"328";"73";"81"
"1425823202.05543";"около 12 тысяч";"105";"абсолютное добро!";"1000";"445";"74";"85"
"1425824401.81638";"около 12 тысяч";"105";"абсолютное добро!";"1000";"360";"74";"90"
"1425825602.21912";"около 12 тысяч";"105";"абсолютное добро!";"1000";"287";"74";"94"
"1425826801.65685";"около 12 тысяч";"105";"абсолютное добро!";"1000";"224";"74";"99"
"1425828001.75069";"около 12 тысяч";"105";"абсолютное добро!";"1000";"179";"74";"100"
"1425829202.04576";"около 5 тысяч";"105";"абсолютное добро!";"1000";"179";"74";"100"
"1425830401.50708";"около 3 тысяч";"105";"абсолютное добро!";"1000";"179";"74";"0"
"1425831601.60871";"около 3 тысяч";"105";"абсолютное добро!";"1000";"439";"74";"2"
"1425832801.91371";"около 3 тысяч";"105";"абсолютное добро!";"1000";"344";"74";"7"
"1425834002.29518";"около 5 тысяч";"105";"абсолютное добро!";"1000";"337";"74";"10"
"1425835202.2153";"около 5 тысяч";"105";"абсолютное добро!";"1000";"139";"74";"11"
"1425836401.52106";"около 5 тысяч";"105";"абсолютное добро!";"1000";"382";"74";"14"
"1425837601.99039";"около 5 тысяч";"105";"абсолютное добро!";"1000";"489";"74";"18"
"1425838801.52401";"около 5 тысяч";"105";"абсолютное добро!";"1000";"309";"75";"20"
"1425840001.81596";"около 5 тысяч";"105";"абсолютное добро!";"1000";"224";"75";"24"
"1425841202.27634";"около 5 тысяч";"105";"абсолютное добро!";"1000";"195";"75";"27"
"1425842401.3722";"около 5 тысяч";"105";"абсолютное добро!";"1000";"71";"75";"30"
"1425843601.65795";"около 5 тысяч";"105";"абсолютное добро!";"1000";"292";"75";"30"
"1425844801.9487";"около 5 тысяч";"105";"абсолютное добро!";"1000";"423";"75";"30"
"1425846002.24042";"около 6 тысяч";"105";"абсолютное добро!";"1000";"516";"75";"30"
"1425847201.51922";"около 9 тысяч";"105";"абсолютное добро!";"1000";"516";"75";"30"
"1425848401.84144";"около 5 тысяч";"105";"абсолютное добро!";"1000";"485";"75";"30"
"1425849602.15203";"около 5 тысяч";"105";"абсолютное добро!";"1000";"375";"75";"43"
"1425850801.42652";"около 5 тысяч";"105";"абсолютное добро!";"1000";"234";"75";"53"
"1425852001.72135";"около 5 тысяч";"105";"абсолютное добро!";"1000";"82";"75";"55"
"1425853202.01899";"около 5 тысяч";"105";"абсолютное добро!";"1000";"43";"75";"58"
"1425854401.30895";"около 5 тысяч";"105";"абсолютное добро!";"1000";"441";"75";"59"
"1425855601.59205";"около 6 тысяч";"105";"абсолютное добро!";"1000";"292";"75";"62"
"1425856801.87557";"около 6 тысяч";"105";"абсолютное добро!";"1000";"250";"75";"69"
"1425858002.15828";"около 6 тысяч";"105";"абсолютное добро!";"1000";"178";"75";"73"
"1425859201.49185";"около 6 тысяч";"105";"абсолютное добро!";"1000";"57";"75";"77"
"1425860401.7837";"около 6 тысяч";"105";"абсолютное добро!";"1000";"327";"75";"78"
"1425861602.08351";"около 6 тысяч";"105";"абсолютное добро!";"1000";"191";"75";"81"
"1425862801.35725";"около 7 тысяч";"105";"абсолютное добро!";"1000";"116";"75";"95"
"1425864001.72295";"около 7 тысяч";"105";"абсолютное добро!";"1000";"156";"75";"99"
"1425865202.00339";"около 7 тысяч";"105";"абсолютное добро!";"1000";"457";"75";"100"
"1425866401.28065";"около 9 тысяч";"105";"абсолютное добро!";"1000";"457";"75";"100"
"1425867601.57125";"около 9 тысяч";"105";"абсолютное добро!";"1000";"457";"75";"100"
"1425868801.85415";"около 5 тысяч";"105";"абсолютное добро!";"1000";"398";"75";"1"
"1425870002.13354";"около 5 тысяч";"105";"абсолютное добро!";"1000";"283";"75";"5"
"1425871201.4401";"около 6 тысяч";"105";"абсолютное добро!";"1000";"214";"75";"12"
"1425872401.73821";"около 6 тысяч";"105";"абсолютное добро!";"1000";"115";"75";"15"
"1425873602.04438";"около 7 тысяч";"105";"абсолютное добро!";"1000";"126";"75";"18"
"1425874801.37351";"около 7 тысяч";"105";"абсолютное добро!";"1000";"19";"75";"22"
"1425876001.71473";"около 7 тысяч";"105";"абсолютное добро!";"1000";"57";"75";"25"
"1425877202.15931";"около 7 тысяч";"105";"абсолютное добро!";"1000";"152";"75";"28"
"1425878401.9747";"около 7 тысяч";"105";"абсолютное добро!";"1000";"12";"75";"29"
"1425879602.25072";"около 7 тысяч";"105";"абсолютное добро!";"1000";"232";"75";"29"
"1425880801.70504";"около 8 тысяч";"105";"абсолютное добро!";"1000";"516";"75";"29"
"1425882001.53515";"около 10 тысяч";"105";"абсолютное добро!";"1000";"516";"75";"29"
"1425883201.81451";"около 5 тысяч";"105";"абсолютное добро!";"1000";"516";"75";"29"
"1425884402.25087";"около 5 тысяч";"105";"абсолютное добро!";"1000";"475";"75";"32"
"1425885601.43566";"около 5 тысяч";"105";"абсолютное добро!";"1000";"366";"75";"53"
"1425886801.72249";"около 5 тысяч";"105";"абсолютное добро!";"1000";"282";"75";"56"
"1425888002.21357";"около 5 тысяч";"105";"абсолютное добро!";"1000";"173";"75";"58"
"1425889202.23313";"около 6 тысяч";"105";"абсолютное добро!";"1000";"45";"75";"64"
"1425890401.51496";"около 6 тысяч";"105";"абсолютное добро!";"1000";"77";"75";"67"
"1425891602.0824";"около 6 тысяч";"105";"абсолютное добро";"1000";"12";"75";"69"
"1425892801.68143";"около 6 тысяч";"105";"абсолютное добро";"1000";"300";"75";"69"
"1425894001.98826";"около 6 тысяч";"105";"абсолютное добро";"1000";"515";"75";"38"
"1425895202.40807";"около 6 тысяч";"105";"абсолютное добро";"1000";"411";"75";"9"
"1425896401.55665";"около 6 тысяч";"105";"абсолютное добро";"1000";"278";"75";"51"
"1425897601.84853";"около 6 тысяч";"105";"абсолютное добро";"1000";"412";"75";"69"
"1425898802.31713";"около 7 тысяч";"105";"абсолютное добро";"1000";"412";"75";"69"
"1425900002.03611";"около 8 тысяч";"105";"абсолютное добро";"1000";"340";"75";"72"
"1425901201.32941";"около 8 тысяч";"105";"абсолютное добро!";"1000";"492";"75";"73"
"1425902401.80561";"около 8 тысяч";"105";"абсолютное добро!";"1000";"337";"75";"75"
"1425903604.87823";"около 8 тысяч";"105";"абсолютное добро!";"1000";"225";"75";"78"
"1425904802.1658";"около 8 тысяч";"105";"абсолютное добро!";"1000";"156";"75";"82"
"1425906001.60164";"около 8 тысяч";"105";"абсолютное добро!";"1000";"85";"75";"86"
"1425907201.62454";"около 8 тысяч";"105";"абсолютное добро!";"1000";"124";"75";"90"
"1425908401.92141";"около 8 тысяч";"105";"абсолютное добро!";"1000";"84";"75";"91"
"1425909602.35554";"около 8 тысяч";"105";"абсолютное добро!";"1000";"57";"75";"94"
"1425910801.69116";"около 8 тысяч";"105";"абсолютное добро!";"1000";"115";"75";"97"
"1425912001.98409";"около 8 тысяч";"105";"абсолютное добро!";"1000";"59";"75";"99"
"1425913202.42115";"около 8 тысяч";"105";"абсолютное добро";"1000";"59";"75";"100"
"1425914401.59293";"около 11 тысяч";"105";"абсолютное добро";"1000";"70";"75";"100"
"1425915601.89086";"около 11 тысяч";"105";"абсолютное добро";"1000";"393";"75";"100"
"1425916802.76835";"около 10 тысяч";"105";"абсолютное добро";"1000";"467";"75";"0"
"1425918001.94838";"около 10 тысяч";"105";"абсолютное добро";"1000";"325";"75";"2"
"1425919202.28155";"около 10 тысяч";"105";"абсолютное добро";"1000";"228";"75";"5"
"1425920401.59486";"около 10 тысяч";"105";"абсолютное добро";"1000";"132";"75";"9"
"1425921602.16344";"около 10 тысяч";"105";"абсолютное добро";"1000";"119";"75";"12"
"1425922801.45443";"около 10 тысяч";"105";"абсолютное добро";"1000";"65";"75";"15"
"1425924001.901";"около 10 тысяч";"105";"абсолютное добро";"1000";"224";"75";"16"
"1425925201.56079";"около 11 тысяч";"105";"абсолютное добро";"1000";"516";"75";"16"
"1425926401.85881";"около 13 тысяч";"105";"абсолютное добро";"1000";"504";"75";"16"
"1425927602.337";"около 3 тысяч";"105";"абсолютное добро";"1000";"486";"75";"18"
"1425928801.45489";"около 4 тысяч";"105";"абсолютное добро";"1000";"354";"75";"41"
"1425930001.75845";"около 4 тысяч";"105";"абсолютное добро";"1000";"250";"75";"44"
"1425931202.07451";"около 4 тысяч";"105";"абсолютное добро";"1000";"198";"75";"48"
"1425932401.35742";"около 4 тысяч";"105";"абсолютное добро";"1000";"127";"75";"53"
"1425933601.64556";"около 4 тысяч";"105";"абсолютное добро";"1000";"41";"75";"56"
"1425934801.93587";"около 5 тысяч";"105";"абсолютное добро";"1000";"363";"75";"61"
"1425936002.22541";"около 5 тысяч";"105";"абсолютное добро";"1000";"253";"75";"76"
"1425937201.51213";"около 5 тысяч";"105";"абсолютное добро";"1000";"119";"75";"80"
"1425938401.79583";"около 5 тысяч";"105";"абсолютное добро";"1000";"45";"75";"98"
"1425939602.09617";"около 5 тысяч";"105";"абсолютное добро";"1000";"17";"75";"100"
"1425940801.38097";"около 8 тысяч";"105";"абсолютное добро";"1000";"237";"75";"100"
"1425942001.66488";"около 15 тысяч";"105";"абсолютное добро";"1000";"237";"75";"100"
"1425943201.94996";"около 10 тысяч";"105";"абсолютное добро";"1000";"159";"75";"0"
"1425944402.25418";"около 10 тысяч";"105";"абсолютное добро";"1000";"87";"75";"4"
"1425945601.54075";"около 10 тысяч";"105";"абсолютное добро";"1000";"156";"75";"5"
"1425946801.83149";"около 10 тысяч";"105";"абсолютное добро";"1000";"484";"75";"5"
"1425948002.11563";"около 10 тысяч";"105";"абсолютное добро";"1000";"441";"75";"9"
"1425949201.39694";"около 10 тысяч";"105";"абсолютное добро";"1000";"329";"75";"12"
"1425950401.68822";"около 11 тысяч";"105";"абсолютное добро";"1000";"256";"75";"16"
"1425951601.9649";"около 11 тысяч";"105";"абсолютное добро";"1000";"64";"75";"18"
"1425952802.24938";"около 11 тысяч";"105";"абсолютное добро";"1000";"257";"75";"18"
"1425954001.54432";"около 11 тысяч";"105";"абсолютное добро";"1000";"479";"75";"8"
"1425955201.83257";"около 11 тысяч";"105";"абсолютное добро";"1000";"392";"75";"88"
"1425956402.11494";"около 11 тысяч";"105";"абсолютное добро";"1000";"344";"75";"56"
"1425957601.40654";"около 11 тысяч";"105";"абсолютное добро";"1000";"260";"75";"19"
"1425958801.85126";"около 11 тысяч";"105";"абсолютное добро";"1000";"117";"75";"23"
"1425960002.16213";"около 11 тысяч";"105";"абсолютное добро";"1000";"247";"75";"24"
"1425961201.461";"около 13 тысяч";"105";"абсолютное добро";"1000";"516";"75";"24"
"1425962401.79865";"около 13 тысяч";"105";"абсолютное добро";"1000";"516";"75";"24"
"1425963602.23687";"около 5 тысяч";"105";"абсолютное добро";"1000";"426";"75";"26"
"1425964801.73889";"около 5 тысяч";"105";"абсолютное добро";"1000";"299";"75";"30"
"1425966002.03647";"около 6 тысяч";"105";"абсолютное добро";"1000";"153";"75";"33"
"1425967201.46812";"около 6 тысяч";"105";"абсолютное добро";"1000";"515";"75";"39"
"1425968401.81969";"около 6 тысяч";"105";"абсолютное добро";"1000";"373";"75";"41"
"1425969602.45142";"около 6 тысяч";"105";"абсолютное добро";"1000";"256";"75";"46"
"1425970802.18207";"около 6 тысяч";"105";"абсолютное добро";"1000";"190";"75";"46"
"1425972002.31864";"около 6 тысяч";"105";"абсолютное добро";"1000";"469";"75";"47"
"1425973201.67422";"около 7 тысяч";"105";"абсолютное добро";"1000";"481";"75";"47"
"1425974402.28963";"около 7 тысяч";"105";"абсолютное добро";"1000";"390";"75";"51"
"1425975604.58917";"около 7 тысяч";"105";"абсолютное добро";"1000";"272";"75";"54"
"1425976802.01673";"около 7 тысяч";"105";"абсолютное добро!";"1000";"427";"75";"60"
"1425978001.35831";"около 7 тысяч";"105";"абсолютное добро";"1000";"294";"75";"73"
"1425979202.19942";"около 7 тысяч";"105";"абсолютное добро";"1000";"385";"75";"78"
"1425980401.70736";"около 8 тысяч";"105";"абсолютное добро";"1000";"316";"75";"91"
"1425981602.44663";"около 8 тысяч";"105";"абсолютное добро";"1000";"169";"75";"94"
"1425982801.46258";"около 8 тысяч";"105";"абсолютное добро!";"1000";"383";"75";"96"
"1425984002.10212";"около 8 тысяч";"105";"абсолютное добро!";"1000";"182";"75";"98"
"1425985201.46998";"около 8 тысяч";"105";"абсолютное добро!";"1000";"66";"75";"100"
"1425986402.26867";"около 9 тысяч";"105";"абсолютное добро!";"1000";"288";"75";"100"
"1425987601.55612";"около 10 тысяч";"105";"абсолютное добро!";"1000";"288";"75";"100"
"1425988802.07496";"около 6 тысяч";"105";"абсолютное добро!";"1000";"200";"75";"1"
"1425990002.15226";"около 7 тысяч";"105";"абсолютное добро!";"1000";"66";"75";"4"
