"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1422716402.31366";"около тысячи";"29";"чистое зло";"598";"36";"82";"78"
"1422717601.77973";"около тысячи";"29";"чистое зло";"598";"20";"82";"80"
"1422718802.06622";"около 6 сотен";"29";"чистое зло";"598";"30";"82";"85"
"1422720001.56473";"около 6 сотен";"29";"чистое зло";"598";"27";"82";"86"
"1422721201.27502";"около 6 сотен";"29";"чистое зло";"598";"146";"82";"86"
"1422722401.60147";"около 6 сотен";"29";"чистое зло";"598";"212";"82";"86"
"1422723602.13167";"около 7 сотен";"29";"чистое зло";"598";"135";"83";"90"
"1422724801.20969";"около тысячи";"29";"чистое зло";"598";"25";"83";"92"
"1422726001.51048";"около тысячи";"29";"чистое зло";"598";"19";"83";"95"
"1422727202.04503";"около тысячи";"29";"чистое зло";"598";"9";"84";"96"
"1422728401.87548";"около тысячи";"29";"чистое зло";"598";"212";"84";"96"
"1422729601.39712";"около 16 сотен";"29";"чистое зло";"598";"212";"84";"96"
"1422730801.75344";"около 16 сотен";"29";"чистое зло";"598";"107";"84";"98"
"1422732001.23267";"около 16 сотен";"29";"чистое зло";"599";"77";"86";"100"
"1422733201.66531";"около 16 сотен";"29";"чистое зло";"599";"77";"86";"100"
"1422734402.04577";"около 8 сотен";"29";"чистое зло";"599";"77";"86";"1"
"1422735601.51695";"около тысячи";"29";"чистое зло";"599";"20";"86";"7"
"1422736801.92305";"около тысячи";"29";"чистое зло";"599";"153";"86";"9"
"1422738001.72559";"около тысячи";"29";"чистое зло";"599";"136";"86";"12"
"1422739202.05609";"около тысячи";"29";"чистое зло";"599";"17";"86";"14"
"1422740401.43047";"около тысячи";"29";"чистое зло";"599";"99";"86";"14"
"1422741602.07344";"около тысячи";"29";"чистое зло";"599";"201";"86";"16"
"1422742802.00677";"около тысячи";"29";"чистое зло";"599";"101";"87";"20"
"1422744001.33644";"около тысячи";"29";"чистое зло";"599";"16";"87";"33"
"1422745201.68304";"около тысячи";"29";"чистое зло";"599";"212";"87";"33"
"1422746402.04072";"около сотни";"29";"чистое зло";"599";"172";"87";"34"
"1422747601.34951";"около 3 сотен";"29";"чистое зло";"599";"61";"88";"37"
"1422748801.68171";"около 2 сотен";"29";"чистое зло";"599";"82";"88";"48"
"1422750001.98116";"около 4 сотен";"29";"чистое зло";"599";"13";"88";"50"
"1422751201.29813";"около 4 сотен";"29";"чистое зло";"599";"182";"88";"51"
"1422752401.73598";"около тысячи";"29";"чистое зло";"600";"212";"88";"51"
"1422753602.08771";"около 7 сотен";"29";"чистое зло";"600";"175";"88";"53"
"1422754801.46581";"около 7 сотен";"29";"чистое зло";"600";"90";"88";"58"
"1422756001.7847";"около 9 сотен";"29";"чистое зло";"600";"20";"89";"62"
"1422757202.17218";"около 9 сотен";"29";"чистое зло";"600";"24";"89";"69"
"1422758401.48194";"около 9 сотен";"29";"чистое зло";"600";"48";"89";"70"
"1422759601.78662";"около 9 сотен";"29";"чистое зло";"600";"193";"89";"46"
"1422760802.15537";"около тысячи";"29";"злобный";"600";"171";"89";"42"
"1422762002.08033";"около тысячи";"29";"злобный";"600";"52";"89";"70"
"1422763201.49968";"около тысячи";"29";"злобный";"600";"21";"89";"74"
"1422764401.84256";"около тысячи";"29";"злобный";"600";"212";"89";"74"
"1422765601.22877";"около 17 сотен";"29";"злобный";"600";"197";"89";"74"
"1422766801.61917";"около 2 тысяч";"29";"злобный";"600";"99";"90";"78"
"1422768001.61526";"около 2 тысяч";"29";"злобный";"600";"28";"90";"82"
"1422769201.96538";"около 2 тысяч";"29";"злобный";"600";"26";"90";"86"
"1422770401.57965";"около 2 тысяч";"29";"злобный";"600";"34";"90";"91"
"1422771601.63577";"около 2 тысяч";"29";"злобный";"600";"97";"90";"93"
"1422772802.07145";"около 2 тысяч";"29";"злобный";"600";"168";"90";"94"
"1422774001.55021";"около 8 сотен";"29";"чистое зло";"602";"52";"92";"100"
"1422775201.46276";"около 3 тысяч";"29";"чистое зло";"604";"52";"92";"100"
"1422776401.80608";"около тысячи";"29";"чистое зло";"605";"212";"92";"100"
"1422777602.57268";"около 3 тысяч";"29";"чистое зло";"605";"116";"93";"1"
"1422778801.81143";"около 3 тысяч";"29";"чистое зло";"605";"17";"93";"5"
"1422780002.17488";"около 3 тысяч";"29";"чистое зло";"605";"198";"93";"5"
"1422781201.75901";"около 3 тысяч";"29";"чистое зло";"605";"204";"93";"8"
"1422782401.49122";"около 3 тысяч";"29";"чистое зло";"605";"135";"93";"13"
"1422783601.9352";"около 3 тысяч";"29";"чистое зло";"605";"47";"94";"19"
"1422784801.53418";"около 4 сотен";"29";"чистое зло";"606";"212";"94";"20"
"1422786001.32622";"около 8 сотен";"29";"чистое зло";"606";"212";"94";"20"
"1422787201.66327";"около 9 сотен";"29";"чистое зло";"606";"102";"94";"24"
"1422788402.89326";"около 9 сотен";"29";"чистое зло";"606";"28";"94";"27"
"1422789602.02114";"около тысячи";"29";"чистое зло";"607";"34";"95";"32"
"1422790801.79337";"около тысячи";"29";"чистое зло";"607";"36";"95";"36"
"1422792002.2254";"около тысячи";"29";"чистое зло";"607";"62";"95";"40"
"1422793202.40727";"около тысячи";"29";"чистое зло";"607";"15";"95";"44"
"1422794401.92797";"около тысячи";"29";"чистое зло";"607";"18";"95";"45"
"1422795601.52035";"около тысячи";"29";"чистое зло";"607";"209";"95";"45"
"1422796802.16823";"около тысячи";"29";"чистое зло";"607";"212";"95";"45"
"1422798001.54167";"около тысячи";"29";"чистое зло";"607";"202";"95";"45"
"1422799202.11738";"около тысячи";"29";"чистое зло";"607";"106";"96";"66"
"1422800401.91494";"около тысячи";"29";"чистое зло";"607";"48";"96";"71"
"1422801601.25157";"около тысячи";"29";"чистое зло";"607";"21";"96";"75"
"1422802801.91179";"около 6 сотен";"29";"чистое зло";"607";"13";"97";"78"
"1422804002.08703";"около тысячи";"29";"чистое зло";"607";"212";"97";"78"
"1422805201.4839";"около тысячи";"29";"чистое зло";"607";"212";"97";"78"
"1422806402.11321";"около тысячи";"29";"чистое зло";"607";"153";"97";"80"
"1422807602.20298";"около тысячи";"29";"чистое зло";"607";"23";"97";"83"
"1422808801.5635";"около тысячи";"29";"чистое зло";"607";"31";"97";"89"
"1422810002.20565";"около 18 сотен";"29";"чистое зло";"607";"13";"97";"93"
"1422811202.23785";"около 18 сотен";"29";"чистое зло";"607";"182";"97";"93"
"1422812401.65094";"около 18 сотен";"29";"чистое зло";"607";"178";"97";"97"
"1422813602.31474";"около 2 тысяч";"29";"чистое зло";"607";"21";"97";"99"
"1422814802.02559";"около 2 тысяч";"29";"чистое зло";"608";"34";"99";"100"
"1422816001.42049";"около 2 тысяч";"29";"чистое зло";"608";"212";"99";"100"
"1422817202.03832";"около 18 сотен";"30";"чистое зло";"608";"175";"0";"0"
"1422818402.18724";"около 18 сотен";"30";"чистое зло";"608";"23";"0";"1"
"1422819601.5227";"около 2 тысяч";"30";"чистое зло";"608";"17";"0";"1"
"1422820801.85887";"около 3 сотен";"30";"чистое зло";"609";"188";"0";"1"
"1422822002.22528";"около 3 сотен";"30";"чистое зло";"609";"184";"0";"2"
"1422823201.59624";"около 4 сотен";"30";"чистое зло";"609";"96";"0";"2"
"1422824401.92996";"около 5 сотен";"30";"чистое зло";"609";"62";"1";"3"
"1422825601.33487";"около 5 сотен";"30";"чистое зло";"609";"92";"1";"4"
"1422826801.69231";"около 2 тысяч";"30";"чистое зло";"609";"216";"1";"4"
"1422828002.10636";"около 19 сотен";"30";"чистое зло";"609";"216";"1";"4"
"1422829201.47489";"около 16 сотен";"30";"чистое зло";"609";"93";"1";"4"
"1422830401.85541";"около 16 сотен";"30";"чистое зло";"609";"28";"2";"5"
"1422831602.19817";"около 16 сотен";"30";"чистое зло";"609";"34";"2";"6"
"1422832801.5729";"около 17 сотен";"30";"чистое зло";"609";"26";"2";"6"
"1422834001.9293";"около 17 сотен";"30";"чистое зло";"609";"39";"2";"7"
"1422835201.3039";"около 17 сотен";"30";"чистое зло";"609";"17";"2";"8"
"1422836401.62546";"около 3 тысяч";"30";"чистое зло";"609";"197";"2";"8"
"1422837601.97537";"около 3 тысяч";"30";"чистое зло";"609";"216";"2";"8"
"1422838801.3396";"около 3 тысяч";"30";"чистое зло";"609";"174";"2";"9"
"1422840001.67747";"около 4 тысяч";"30";"чистое зло";"609";"122";"2";"9"
"1422841201.9908";"около 4 тысяч";"30";"чистое зло";"609";"80";"3";"10"
"1422842401.34042";"около 4 тысяч";"30";"чистое зло";"609";"26";"3";"11"
"1422843601.67993";"около 4 тысяч";"30";"чистое зло";"609";"68";"3";"12"
"1422844801.99979";"около 4 тысяч";"30";"чистое зло";"609";"30";"4";"13"
"1422846001.36613";"около 5 тысяч";"30";"чистое зло";"609";"28";"4";"14"
"1422847201.72538";"около 5 тысяч";"30";"чистое зло";"609";"25";"4";"15"
"1422848402.19609";"около 5 тысяч";"30";"чистое зло";"609";"173";"4";"15"
"1422849601.55435";"около 5 десятков";"30";"чистое зло";"611";"196";"4";"15"
"1422850801.90613";"десяток";"30";"чистое зло";"611";"136";"4";"15"
"1422852001.7627";"около 5 сотен";"30";"чистое зло";"611";"33";"4";"16"
"1422853202.29023";"около 6 сотен";"30";"чистое зло";"611";"29";"4";"17"
"1422854401.83203";"около 6 сотен";"30";"чистое зло";"611";"125";"5";"17"
"1422855602.18574";"около 6 сотен";"30";"чистое зло";"611";"205";"5";"18"
"1422856801.75335";"около 19 сотен";"30";"чистое зло";"611";"40";"5";"18"
"1422858001.79341";"около 2 тысяч";"30";"чистое зло";"611";"34";"5";"19"
"1422859202.16347";"около 2 тысяч";"30";"чистое зло";"611";"27";"5";"21"
"1422860402.34576";"около 16 сотен";"30";"злобный";"613";"191";"7";"21"
"1422861601.72576";"около 2 тысяч";"30";"злобный";"613";"94";"7";"22"
"1422862802.1229";"около 2 тысяч";"30";"злобный";"613";"32";"7";"22"
"1422864001.9054";"около 4 сотен";"30";"злобный";"614";"204";"7";"23"
"1422865201.61529";"около 6 сотен";"30";"злобный";"614";"216";"7";"23"
"1422866402.15407";"около 6 сотен";"30";"злобный";"614";"161";"8";"23"
"1422867601.96769";"около 7 сотен";"30";"чистое зло";"614";"81";"8";"24"
"1422868801.24013";"около 7 сотен";"30";"злобный";"614";"48";"8";"26"
"1422870001.60394";"около 16 сотен";"30";"злобный";"614";"43";"8";"28"
"1422871202.02101";"около 16 сотен";"30";"злобный";"614";"32";"8";"31"
"1422872401.66042";"около 9 сотен";"30";"злобный";"614";"40";"9";"32"
"1422873602.09362";"около тысячи";"30";"злобный";"614";"28";"9";"36"
"1422874802.15235";"около сотни";"30";"чистое зло";"616";"189";"10";"36"
"1422876002.20468";"около 5 сотен";"30";"чистое зло";"616";"216";"10";"36"
"1422877201.54457";"около 6 сотен";"30";"чистое зло";"616";"131";"11";"38"
"1422878402.55549";"около 7 сотен";"30";"чистое зло";"616";"28";"11";"39"
"1422879601.68172";"около 8 сотен";"30";"чистое зло";"616";"24";"11";"42"
"1422880802.05576";"около 8 сотен";"30";"чистое зло";"616";"63";"11";"43"
